case_id,source_language,source_path,source_hash,source_bytes,classification,parser_forms,semantic_features,relation_patterns,dependency_features,phase_features,preserved_source_forms
fd0a84f407df0f14ad4e1d0cf568c425578e4e9e861839027ce7b29d45c1e747,python,test/corpus/statements.txt,ec5d60220e39165532fba6b58ebb3c838a58a366918b5b7e4a510e9f741fb3a5,81,VALID_SOURCE,_compound_statement;_simple_statement;aliased_import;argument_list;as_pattern;assert_statement;assignment;attribute;augmented_assignment;await;binary_operator;block;boolean_operator;break_statement;call;case_clause;case_pattern;chevron;class_definition;class_pattern;comment;comparison_operator;complex_pattern;concatenated_string;conditional_expression;constrained_type;continue_statement;decorated_definition;decorator;default_parameter;delete_statement;dict_pattern;dictionary;dictionary_comprehension;dictionary_splat;dictionary_splat_pattern;dotted_name;elif_clause;ellipsis;else_clause;escape_interpolation;escape_sequence;except_clause;exec_statement;expression;expression_list;expression_statement;false;finally_clause;float;for_in_clause;for_statement;format_expression;format_specifier;function_definition;future_import_statement;generator_expression;generic_type;global_statement;identifier;if_clause;if_statement;import_from_statement;import_prefix;import_statement;integer;interpolation;keyword_argument;keyword_pattern;keyword_separator;lambda;lambda_parameters;line_continuation;list;list_comprehension;list_pattern;list_splat;list_splat_pattern;match_statement;member_type;module;named_expression;none;nonlocal_statement;not_operator;pair;parameter;parameters;parenthesized_expression;parenthesized_list_splat;pass_statement;pattern;pattern_list;positional_separator;primary_expression;print_statement;raise_statement;relative_import;return_statement;set;set_comprehension;slice;splat_pattern;splat_type;string;string_content;string_end;string_start;subscript;true;try_statement;tuple;tuple_expression;tuple_pattern;type;type_alias_statement;type_conversion;type_parameter;typed_default_parameter;typed_parameter;unary_operator;union_pattern;union_type;while_statement;wildcard_import;with_clause;with_item;with_statement;yield,,,,,_compound_statement;_simple_statement;as_pattern;assert_statement;await;chevron;comment;complex_pattern;decorated_definition;decorator;delete_statement;dict_pattern;ellipsis;escape_interpolation;escape_sequence;exec_statement;expression;expression_statement;generator_expression;global_statement;interpolation;keyword_pattern;keyword_separator;line_continuation;none;nonlocal_statement;pair;parenthesized_expression;pass_statement;pattern;positional_separator;primary_expression;print_statement;raise_statement;splat_pattern;try_statement;union_pattern;with_item;with_statement
dc2cca9ddc7cbd766629127f011a8bcc9eb7a537db597d4b0498caabbc6ce71d,python,test/corpus/statements.txt,ffab27b5ad06f536b8da5323341e668e6b596a6a331e05bb6ccfce7c570fbddd,64,VALID_SOURCE,_compound_statement;_simple_statement;aliased_import;argument_list;as_pattern;assert_statement;assignment;attribute;augmented_assignment;await;binary_operator;block;boolean_operator;break_statement;call;case_clause;case_pattern;chevron;class_definition;class_pattern;comment;comparison_operator;complex_pattern;concatenated_string;conditional_expression;constrained_type;continue_statement;decorated_definition;decorator;default_parameter;delete_statement;dict_pattern;dictionary;dictionary_comprehension;dictionary_splat;dictionary_splat_pattern;dotted_name;elif_clause;ellipsis;else_clause;escape_interpolation;escape_sequence;except_clause;exec_statement;expression;expression_list;expression_statement;false;finally_clause;float;for_in_clause;for_statement;format_expression;format_specifier;function_definition;future_import_statement;generator_expression;generic_type;global_statement;identifier;if_clause;if_statement;import_from_statement;import_prefix;import_statement;integer;interpolation;keyword_argument;keyword_pattern;keyword_separator;lambda;lambda_parameters;line_continuation;list;list_comprehension;list_pattern;list_splat;list_splat_pattern;match_statement;member_type;module;named_expression;none;nonlocal_statement;not_operator;pair;parameter;parameters;parenthesized_expression;parenthesized_list_splat;pass_statement;pattern;pattern_list;positional_separator;primary_expression;print_statement;raise_statement;relative_import;return_statement;set;set_comprehension;slice;splat_pattern;splat_type;string;string_content;string_end;string_start;subscript;true;try_statement;tuple;tuple_expression;tuple_pattern;type;type_alias_statement;type_conversion;type_parameter;typed_default_parameter;typed_parameter;unary_operator;union_pattern;union_type;while_statement;wildcard_import;with_clause;with_item;with_statement;yield,,,,,_compound_statement;_simple_statement;as_pattern;assert_statement;await;chevron;comment;complex_pattern;decorated_definition;decorator;delete_statement;dict_pattern;ellipsis;escape_interpolation;escape_sequence;exec_statement;expression;expression_statement;generator_expression;global_statement;interpolation;keyword_pattern;keyword_separator;line_continuation;none;nonlocal_statement;pair;parenthesized_expression;pass_statement;pattern;positional_separator;primary_expression;print_statement;raise_statement;splat_pattern;try_statement;union_pattern;with_item;with_statement
207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,python,test/corpus/statements.txt,40b541442ff109099ff36216d0af0fed87ac40c9dab7ee23bdeb6d470b93d54f,23,VALID_SOURCE,_compound_statement;_simple_statement;aliased_import;argument_list;as_pattern;assert_statement;assignment;attribute;augmented_assignment;await;binary_operator;block;boolean_operator;break_statement;call;case_clause;case_pattern;chevron;class_definition;class_pattern;comment;comparison_operator;complex_pattern;concatenated_string;conditional_expression;constrained_type;continue_statement;decorated_definition;decorator;default_parameter;delete_statement;dict_pattern;dictionary;dictionary_comprehension;dictionary_splat;dictionary_splat_pattern;dotted_name;elif_clause;ellipsis;else_clause;escape_interpolation;escape_sequence;except_clause;exec_statement;expression;expression_list;expression_statement;false;finally_clause;float;for_in_clause;for_statement;format_expression;format_specifier;function_definition;future_import_statement;generator_expression;generic_type;global_statement;identifier;if_clause;if_statement;import_from_statement;import_prefix;import_statement;integer;interpolation;keyword_argument;keyword_pattern;keyword_separator;lambda;lambda_parameters;line_continuation;list;list_comprehension;list_pattern;list_splat;list_splat_pattern;match_statement;member_type;module;named_expression;none;nonlocal_statement;not_operator;pair;parameter;parameters;parenthesized_expression;parenthesized_list_splat;pass_statement;pattern;pattern_list;positional_separator;primary_expression;print_statement;raise_statement;relative_import;return_statement;set;set_comprehension;slice;splat_pattern;splat_type;string;string_content;string_end;string_start;subscript;true;try_statement;tuple;tuple_expression;tuple_pattern;type;type_alias_statement;type_conversion;type_parameter;typed_default_parameter;typed_parameter;unary_operator;union_pattern;union_type;while_statement;wildcard_import;with_clause;with_item;with_statement;yield,,,,,_compound_statement;_simple_statement;as_pattern;assert_statement;await;chevron;comment;complex_pattern;decorated_definition;decorator;delete_statement;dict_pattern;ellipsis;escape_interpolation;escape_sequence;exec_statement;expression;expression_statement;generator_expression;global_statement;interpolation;keyword_pattern;keyword_separator;line_continuation;none;nonlocal_statement;pair;parenthesized_expression;pass_statement;pattern;positional_separator;primary_expression;print_statement;raise_statement;splat_pattern;try_statement;union_pattern;with_item;with_statement
347879ab2f853183c7900629ea87c4759a9adc4e93b25a65514d2b79ea279399,python,test/corpus/statements.txt,41ad185417976c0c21ce80727fa0fb19448ee3c692fcc3b972e6fac71caccb89,23,VALID_SOURCE,_compound_statement;_simple_statement;aliased_import;argument_list;as_pattern;assert_statement;assignment;attribute;augmented_assignment;await;binary_operator;block;boolean_operator;break_statement;call;case_clause;case_pattern;chevron;class_definition;class_pattern;comment;comparison_operator;complex_pattern;concatenated_string;conditional_expression;constrained_type;continue_statement;decorated_definition;decorator;default_parameter;delete_statement;dict_pattern;dictionary;dictionary_comprehension;dictionary_splat;dictionary_splat_pattern;dotted_name;elif_clause;ellipsis;else_clause;escape_interpolation;escape_sequence;except_clause;exec_statement;expression;expression_list;expression_statement;false;finally_clause;float;for_in_clause;for_statement;format_expression;format_specifier;function_definition;future_import_statement;generator_expression;generic_type;global_statement;identifier;if_clause;if_statement;import_from_statement;import_prefix;import_statement;integer;interpolation;keyword_argument;keyword_pattern;keyword_separator;lambda;lambda_parameters;line_continuation;list;list_comprehension;list_pattern;list_splat;list_splat_pattern;match_statement;member_type;module;named_expression;none;nonlocal_statement;not_operator;pair;parameter;parameters;parenthesized_expression;parenthesized_list_splat;pass_statement;pattern;pattern_list;positional_separator;primary_expression;print_statement;raise_statement;relative_import;return_statement;set;set_comprehension;slice;splat_pattern;splat_type;string;string_content;string_end;string_start;subscript;true;try_statement;tuple;tuple_expression;tuple_pattern;type;type_alias_statement;type_conversion;type_parameter;typed_default_parameter;typed_parameter;unary_operator;union_pattern;union_type;while_statement;wildcard_import;with_clause;with_item;with_statement;yield,,,,,_compound_statement;_simple_statement;as_pattern;assert_statement;await;chevron;comment;complex_pattern;decorated_definition;decorator;delete_statement;dict_pattern;ellipsis;escape_interpolation;escape_sequence;exec_statement;expression;expression_statement;generator_expression;global_statement;interpolation;keyword_pattern;keyword_separator;line_continuation;none;nonlocal_statement;pair;parenthesized_expression;pass_statement;pattern;positional_separator;primary_expression;print_statement;raise_statement;splat_pattern;try_statement;union_pattern;with_item;with_statement
b949a9b06988d529bf5429988becc64bb8d1a3a5c272f98e9e94510586773f28,python,test/corpus/statements.txt,5a062f49cf8a8ba09ffb0d49b07b992525cb990fd9b85498cf0deeadfc4506ba,317,VALID_SOURCE,_compound_statement;_simple_statement;aliased_import;argument_list;as_pattern;assert_statement;assignment;attribute;augmented_assignment;await;binary_operator;block;boolean_operator;break_statement;call;case_clause;case_pattern;chevron;class_definition;class_pattern;comment;comparison_operator;complex_pattern;concatenated_string;conditional_expression;constrained_type;continue_statement;decorated_definition;decorator;default_parameter;delete_statement;dict_pattern;dictionary;dictionary_comprehension;dictionary_splat;dictionary_splat_pattern;dotted_name;elif_clause;ellipsis;else_clause;escape_interpolation;escape_sequence;except_clause;exec_statement;expression;expression_list;expression_statement;false;finally_clause;float;for_in_clause;for_statement;format_expression;format_specifier;function_definition;future_import_statement;generator_expression;generic_type;global_statement;identifier;if_clause;if_statement;import_from_statement;import_prefix;import_statement;integer;interpolation;keyword_argument;keyword_pattern;keyword_separator;lambda;lambda_parameters;line_continuation;list;list_comprehension;list_pattern;list_splat;list_splat_pattern;match_statement;member_type;module;named_expression;none;nonlocal_statement;not_operator;pair;parameter;parameters;parenthesized_expression;parenthesized_list_splat;pass_statement;pattern;pattern_list;positional_separator;primary_expression;print_statement;raise_statement;relative_import;return_statement;set;set_comprehension;slice;splat_pattern;splat_type;string;string_content;string_end;string_start;subscript;true;try_statement;tuple;tuple_expression;tuple_pattern;type;type_alias_statement;type_conversion;type_parameter;typed_default_parameter;typed_parameter;unary_operator;union_pattern;union_type;while_statement;wildcard_import;with_clause;with_item;with_statement;yield,,,,,_compound_statement;_simple_statement;as_pattern;assert_statement;await;chevron;comment;complex_pattern;decorated_definition;decorator;delete_statement;dict_pattern;ellipsis;escape_interpolation;escape_sequence;exec_statement;expression;expression_statement;generator_expression;global_statement;interpolation;keyword_pattern;keyword_separator;line_continuation;none;nonlocal_statement;pair;parenthesized_expression;pass_statement;pattern;positional_separator;primary_expression;print_statement;raise_statement;splat_pattern;try_statement;union_pattern;with_item;with_statement
8989612f5cdcfe5def3ecd5eb8688beb4a9c194e9658aa64424a27f595dd98dd,python,test/corpus/statements.txt,65d14f5288118568dbc1d1037ab0c5e51c03b62dbba6ce7096695db39913f2c6,141,VALID_SOURCE,_compound_statement;_simple_statement;aliased_import;argument_list;as_pattern;assert_statement;assignment;attribute;augmented_assignment;await;binary_operator;block;boolean_operator;break_statement;call;case_clause;case_pattern;chevron;class_definition;class_pattern;comment;comparison_operator;complex_pattern;concatenated_string;conditional_expression;constrained_type;continue_statement;decorated_definition;decorator;default_parameter;delete_statement;dict_pattern;dictionary;dictionary_comprehension;dictionary_splat;dictionary_splat_pattern;dotted_name;elif_clause;ellipsis;else_clause;escape_interpolation;escape_sequence;except_clause;exec_statement;expression;expression_list;expression_statement;false;finally_clause;float;for_in_clause;for_statement;format_expression;format_specifier;function_definition;future_import_statement;generator_expression;generic_type;global_statement;identifier;if_clause;if_statement;import_from_statement;import_prefix;import_statement;integer;interpolation;keyword_argument;keyword_pattern;keyword_separator;lambda;lambda_parameters;line_continuation;list;list_comprehension;list_pattern;list_splat;list_splat_pattern;match_statement;member_type;module;named_expression;none;nonlocal_statement;not_operator;pair;parameter;parameters;parenthesized_expression;parenthesized_list_splat;pass_statement;pattern;pattern_list;positional_separator;primary_expression;print_statement;raise_statement;relative_import;return_statement;set;set_comprehension;slice;splat_pattern;splat_type;string;string_content;string_end;string_start;subscript;true;try_statement;tuple;tuple_expression;tuple_pattern;type;type_alias_statement;type_conversion;type_parameter;typed_default_parameter;typed_parameter;unary_operator;union_pattern;union_type;while_statement;wildcard_import;with_clause;with_item;with_statement;yield,,,,,_compound_statement;_simple_statement;as_pattern;assert_statement;await;chevron;comment;complex_pattern;decorated_definition;decorator;delete_statement;dict_pattern;ellipsis;escape_interpolation;escape_sequence;exec_statement;expression;expression_statement;generator_expression;global_statement;interpolation;keyword_pattern;keyword_separator;line_continuation;none;nonlocal_statement;pair;parenthesized_expression;pass_statement;pattern;positional_separator;primary_expression;print_statement;raise_statement;splat_pattern;try_statement;union_pattern;with_item;with_statement
0560ca30c29c96ad8e6bd5409e1465fe10a42be2b868a3fca1ff1d21de10e6b7,julia,test/corpus/collections.txt,9830bc6be7495512552140c7aae776329630db694c19341dfcd370e33acf192e,52,VALID_SOURCE,_definition;_expression;_statement;abstract_definition;adjoint_expression;argument_list;arrow_function_expression;assignment;binary_expression;block;block_comment;boolean_literal;break_statement;broadcast_call_expression;call_expression;catch_clause;character_literal;command_literal;compound_assignment_expression;compound_statement;comprehension_expression;const_statement;content;continue_statement;curly_expression;do_clause;else_clause;elseif_clause;escape_sequence;export_statement;field_expression;finally_clause;float_literal;for_binding;for_clause;for_statement;function_definition;generator;global_statement;identifier;if_clause;if_statement;import_alias;import_path;import_statement;index_expression;integer_literal;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_argument_list;macro_definition;macro_identifier;macrocall_expression;matrix_expression;matrix_row;module_definition;open_tuple;operator;parametrized_type_expression;parenthesized_expression;prefixed_command_literal;prefixed_string_literal;primitive_definition;public_statement;quote_expression;quote_statement;range_expression;return_statement;selected_import;signature;source_file;splat_expression;string_interpolation;string_literal;struct_definition;ternary_expression;try_statement;tuple_expression;type_head;typed_expression;unary_expression;unary_typed_expression;using_statement;vector_expression;where_expression;while_statement,,,,,_definition;_expression;_statement;abstract_definition;adjoint_expression;compound_statement;comprehension_expression;const_statement;content;curly_expression;escape_sequence;export_statement;field_expression;generator;global_statement;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_definition;matrix_expression;matrix_row;parenthesized_expression;primitive_definition;public_statement;quote_expression;quote_statement;signature;splat_expression;try_statement;using_statement;vector_expression;where_expression
1a6ecc23747aedc3742049e31b4c64f84c84cdb211ae9199c4e2bc7ffc9e590a,julia,test/corpus/collections.txt,516759fda4eef2eaae8a020152fd1fac7422767710946b66229f64220d4b5ce0,95,VALID_SOURCE,_definition;_expression;_statement;abstract_definition;adjoint_expression;argument_list;arrow_function_expression;assignment;binary_expression;block;block_comment;boolean_literal;break_statement;broadcast_call_expression;call_expression;catch_clause;character_literal;command_literal;compound_assignment_expression;compound_statement;comprehension_expression;const_statement;content;continue_statement;curly_expression;do_clause;else_clause;elseif_clause;escape_sequence;export_statement;field_expression;finally_clause;float_literal;for_binding;for_clause;for_statement;function_definition;generator;global_statement;identifier;if_clause;if_statement;import_alias;import_path;import_statement;index_expression;integer_literal;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_argument_list;macro_definition;macro_identifier;macrocall_expression;matrix_expression;matrix_row;module_definition;open_tuple;operator;parametrized_type_expression;parenthesized_expression;prefixed_command_literal;prefixed_string_literal;primitive_definition;public_statement;quote_expression;quote_statement;range_expression;return_statement;selected_import;signature;source_file;splat_expression;string_interpolation;string_literal;struct_definition;ternary_expression;try_statement;tuple_expression;type_head;typed_expression;unary_expression;unary_typed_expression;using_statement;vector_expression;where_expression;while_statement,,,,,_definition;_expression;_statement;abstract_definition;adjoint_expression;compound_statement;comprehension_expression;const_statement;content;curly_expression;escape_sequence;export_statement;field_expression;generator;global_statement;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_definition;matrix_expression;matrix_row;parenthesized_expression;primitive_definition;public_statement;quote_expression;quote_statement;signature;splat_expression;try_statement;using_statement;vector_expression;where_expression
74b74c8ec1eef6435cf120ae0b53a973d8a71d5472c792a4d7fcd736cf8e3d9c,julia,test/corpus/collections.txt,51c61c16afb00fe81de4fc459d89df17675215389e18868c1c20b7b270c1354f,81,VALID_SOURCE,_definition;_expression;_statement;abstract_definition;adjoint_expression;argument_list;arrow_function_expression;assignment;binary_expression;block;block_comment;boolean_literal;break_statement;broadcast_call_expression;call_expression;catch_clause;character_literal;command_literal;compound_assignment_expression;compound_statement;comprehension_expression;const_statement;content;continue_statement;curly_expression;do_clause;else_clause;elseif_clause;escape_sequence;export_statement;field_expression;finally_clause;float_literal;for_binding;for_clause;for_statement;function_definition;generator;global_statement;identifier;if_clause;if_statement;import_alias;import_path;import_statement;index_expression;integer_literal;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_argument_list;macro_definition;macro_identifier;macrocall_expression;matrix_expression;matrix_row;module_definition;open_tuple;operator;parametrized_type_expression;parenthesized_expression;prefixed_command_literal;prefixed_string_literal;primitive_definition;public_statement;quote_expression;quote_statement;range_expression;return_statement;selected_import;signature;source_file;splat_expression;string_interpolation;string_literal;struct_definition;ternary_expression;try_statement;tuple_expression;type_head;typed_expression;unary_expression;unary_typed_expression;using_statement;vector_expression;where_expression;while_statement,,,,,_definition;_expression;_statement;abstract_definition;adjoint_expression;compound_statement;comprehension_expression;const_statement;content;curly_expression;escape_sequence;export_statement;field_expression;generator;global_statement;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_definition;matrix_expression;matrix_row;parenthesized_expression;primitive_definition;public_statement;quote_expression;quote_statement;signature;splat_expression;try_statement;using_statement;vector_expression;where_expression
8c47d9089d838a1c58c9046588fa399e1a0e6c2599e2f303d03c78abf710ad9e,julia,test/corpus/collections.txt,6feca12874f2e1dae6ffd829447633dc08859683bc32c96b9a5c83029fe1fb4d,99,VALID_SOURCE,_definition;_expression;_statement;abstract_definition;adjoint_expression;argument_list;arrow_function_expression;assignment;binary_expression;block;block_comment;boolean_literal;break_statement;broadcast_call_expression;call_expression;catch_clause;character_literal;command_literal;compound_assignment_expression;compound_statement;comprehension_expression;const_statement;content;continue_statement;curly_expression;do_clause;else_clause;elseif_clause;escape_sequence;export_statement;field_expression;finally_clause;float_literal;for_binding;for_clause;for_statement;function_definition;generator;global_statement;identifier;if_clause;if_statement;import_alias;import_path;import_statement;index_expression;integer_literal;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_argument_list;macro_definition;macro_identifier;macrocall_expression;matrix_expression;matrix_row;module_definition;open_tuple;operator;parametrized_type_expression;parenthesized_expression;prefixed_command_literal;prefixed_string_literal;primitive_definition;public_statement;quote_expression;quote_statement;range_expression;return_statement;selected_import;signature;source_file;splat_expression;string_interpolation;string_literal;struct_definition;ternary_expression;try_statement;tuple_expression;type_head;typed_expression;unary_expression;unary_typed_expression;using_statement;vector_expression;where_expression;while_statement,,,,,_definition;_expression;_statement;abstract_definition;adjoint_expression;compound_statement;comprehension_expression;const_statement;content;curly_expression;escape_sequence;export_statement;field_expression;generator;global_statement;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_definition;matrix_expression;matrix_row;parenthesized_expression;primitive_definition;public_statement;quote_expression;quote_statement;signature;splat_expression;try_statement;using_statement;vector_expression;where_expression
