case_id,source_language,source_path,source_hash,source_bytes,classification,parser_forms,semantic_features,relation_patterns,dependency_features,phase_features,preserved_source_forms
f4ca876e0ff1bb249a54cc72ebae6f3d0add2c6e809bbab7f95593a2c0e9ba28,julia,test/corpus/operators.txt,3b8e55cd9a69c712f4f52100af9cfeb63c7fcb4f29bb6021087f8bcaf252d14a,44,VALID_SOURCE,_definition;_expression;_statement;abstract_definition;adjoint_expression;argument_list;arrow_function_expression;assignment;binary_expression;block;block_comment;boolean_literal;break_statement;broadcast_call_expression;call_expression;catch_clause;character_literal;command_literal;compound_assignment_expression;compound_statement;comprehension_expression;const_statement;content;continue_statement;curly_expression;do_clause;else_clause;elseif_clause;escape_sequence;export_statement;field_expression;finally_clause;float_literal;for_binding;for_clause;for_statement;function_definition;generator;global_statement;identifier;if_clause;if_statement;import_alias;import_path;import_statement;index_expression;integer_literal;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_argument_list;macro_definition;macro_identifier;macrocall_expression;matrix_expression;matrix_row;module_definition;open_tuple;operator;parametrized_type_expression;parenthesized_expression;prefixed_command_literal;prefixed_string_literal;primitive_definition;public_statement;quote_expression;quote_statement;range_expression;return_statement;selected_import;signature;source_file;splat_expression;string_interpolation;string_literal;struct_definition;ternary_expression;try_statement;tuple_expression;type_head;typed_expression;unary_expression;unary_typed_expression;using_statement;vector_expression;where_expression;while_statement,,,,,_definition;_expression;_statement;abstract_definition;adjoint_expression;compound_statement;comprehension_expression;const_statement;content;curly_expression;escape_sequence;export_statement;field_expression;generator;global_statement;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_definition;matrix_expression;matrix_row;parenthesized_expression;primitive_definition;public_statement;quote_expression;quote_statement;signature;splat_expression;try_statement;using_statement;vector_expression;where_expression
eb073e57426b77a06dd856d4a2c18ed9d721e0938128d93e65c777fefafd0d57,julia,test/corpus/operators.txt,52a150418369d52e2a2bde132e2cb717891698c60cc84c6584ae65b118750afd,34,VALID_SOURCE,_definition;_expression;_statement;abstract_definition;adjoint_expression;argument_list;arrow_function_expression;assignment;binary_expression;block;block_comment;boolean_literal;break_statement;broadcast_call_expression;call_expression;catch_clause;character_literal;command_literal;compound_assignment_expression;compound_statement;comprehension_expression;const_statement;content;continue_statement;curly_expression;do_clause;else_clause;elseif_clause;escape_sequence;export_statement;field_expression;finally_clause;float_literal;for_binding;for_clause;for_statement;function_definition;generator;global_statement;identifier;if_clause;if_statement;import_alias;import_path;import_statement;index_expression;integer_literal;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_argument_list;macro_definition;macro_identifier;macrocall_expression;matrix_expression;matrix_row;module_definition;open_tuple;operator;parametrized_type_expression;parenthesized_expression;prefixed_command_literal;prefixed_string_literal;primitive_definition;public_statement;quote_expression;quote_statement;range_expression;return_statement;selected_import;signature;source_file;splat_expression;string_interpolation;string_literal;struct_definition;ternary_expression;try_statement;tuple_expression;type_head;typed_expression;unary_expression;unary_typed_expression;using_statement;vector_expression;where_expression;while_statement,,,,,_definition;_expression;_statement;abstract_definition;adjoint_expression;compound_statement;comprehension_expression;const_statement;content;curly_expression;escape_sequence;export_statement;field_expression;generator;global_statement;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_definition;matrix_expression;matrix_row;parenthesized_expression;primitive_definition;public_statement;quote_expression;quote_statement;signature;splat_expression;try_statement;using_statement;vector_expression;where_expression
da91f298d7cd6a3c56d90d04a8a0d546158f7c9ecbb4813eb1fd5089e4a5f65e,julia,test/corpus/operators.txt,64cd3d6c1017dad3ebfdfd3be3a8e3947e673e8cd1dc57f18e1bee5fa360d690,17,VALID_SOURCE,_definition;_expression;_statement;abstract_definition;adjoint_expression;argument_list;arrow_function_expression;assignment;binary_expression;block;block_comment;boolean_literal;break_statement;broadcast_call_expression;call_expression;catch_clause;character_literal;command_literal;compound_assignment_expression;compound_statement;comprehension_expression;const_statement;content;continue_statement;curly_expression;do_clause;else_clause;elseif_clause;escape_sequence;export_statement;field_expression;finally_clause;float_literal;for_binding;for_clause;for_statement;function_definition;generator;global_statement;identifier;if_clause;if_statement;import_alias;import_path;import_statement;index_expression;integer_literal;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_argument_list;macro_definition;macro_identifier;macrocall_expression;matrix_expression;matrix_row;module_definition;open_tuple;operator;parametrized_type_expression;parenthesized_expression;prefixed_command_literal;prefixed_string_literal;primitive_definition;public_statement;quote_expression;quote_statement;range_expression;return_statement;selected_import;signature;source_file;splat_expression;string_interpolation;string_literal;struct_definition;ternary_expression;try_statement;tuple_expression;type_head;typed_expression;unary_expression;unary_typed_expression;using_statement;vector_expression;where_expression;while_statement,,,,,_definition;_expression;_statement;abstract_definition;adjoint_expression;compound_statement;comprehension_expression;const_statement;content;curly_expression;escape_sequence;export_statement;field_expression;generator;global_statement;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_definition;matrix_expression;matrix_row;parenthesized_expression;primitive_definition;public_statement;quote_expression;quote_statement;signature;splat_expression;try_statement;using_statement;vector_expression;where_expression
91506c97713777ec9e569ae9243542576f272b5ced51cde0121060819dcf7599,julia,test/corpus/operators.txt,309ecec27531d877347f6e410adaae54b16234f81a71a67a91b75bffaf4eaa2a,57,VALID_SOURCE,_definition;_expression;_statement;abstract_definition;adjoint_expression;argument_list;arrow_function_expression;assignment;binary_expression;block;block_comment;boolean_literal;break_statement;broadcast_call_expression;call_expression;catch_clause;character_literal;command_literal;compound_assignment_expression;compound_statement;comprehension_expression;const_statement;content;continue_statement;curly_expression;do_clause;else_clause;elseif_clause;escape_sequence;export_statement;field_expression;finally_clause;float_literal;for_binding;for_clause;for_statement;function_definition;generator;global_statement;identifier;if_clause;if_statement;import_alias;import_path;import_statement;index_expression;integer_literal;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_argument_list;macro_definition;macro_identifier;macrocall_expression;matrix_expression;matrix_row;module_definition;open_tuple;operator;parametrized_type_expression;parenthesized_expression;prefixed_command_literal;prefixed_string_literal;primitive_definition;public_statement;quote_expression;quote_statement;range_expression;return_statement;selected_import;signature;source_file;splat_expression;string_interpolation;string_literal;struct_definition;ternary_expression;try_statement;tuple_expression;type_head;typed_expression;unary_expression;unary_typed_expression;using_statement;vector_expression;where_expression;while_statement,,,,,_definition;_expression;_statement;abstract_definition;adjoint_expression;compound_statement;comprehension_expression;const_statement;content;curly_expression;escape_sequence;export_statement;field_expression;generator;global_statement;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_definition;matrix_expression;matrix_row;parenthesized_expression;primitive_definition;public_statement;quote_expression;quote_statement;signature;splat_expression;try_statement;using_statement;vector_expression;where_expression
b49cbb1e63a54a9f94c83e5f629a9e7d3a7dc19929b8bee57addac3ae8d46065,julia,test/corpus/operators.txt,bc8cbe720cb41d06b37dc68a786909353e3ed261df7c11223f942dc80685ea59,39,VALID_SOURCE,_definition;_expression;_statement;abstract_definition;adjoint_expression;argument_list;arrow_function_expression;assignment;binary_expression;block;block_comment;boolean_literal;break_statement;broadcast_call_expression;call_expression;catch_clause;character_literal;command_literal;compound_assignment_expression;compound_statement;comprehension_expression;const_statement;content;continue_statement;curly_expression;do_clause;else_clause;elseif_clause;escape_sequence;export_statement;field_expression;finally_clause;float_literal;for_binding;for_clause;for_statement;function_definition;generator;global_statement;identifier;if_clause;if_statement;import_alias;import_path;import_statement;index_expression;integer_literal;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_argument_list;macro_definition;macro_identifier;macrocall_expression;matrix_expression;matrix_row;module_definition;open_tuple;operator;parametrized_type_expression;parenthesized_expression;prefixed_command_literal;prefixed_string_literal;primitive_definition;public_statement;quote_expression;quote_statement;range_expression;return_statement;selected_import;signature;source_file;splat_expression;string_interpolation;string_literal;struct_definition;ternary_expression;try_statement;tuple_expression;type_head;typed_expression;unary_expression;unary_typed_expression;using_statement;vector_expression;where_expression;while_statement,,,,,_definition;_expression;_statement;abstract_definition;adjoint_expression;compound_statement;comprehension_expression;const_statement;content;curly_expression;escape_sequence;export_statement;field_expression;generator;global_statement;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_definition;matrix_expression;matrix_row;parenthesized_expression;primitive_definition;public_statement;quote_expression;quote_statement;signature;splat_expression;try_statement;using_statement;vector_expression;where_expression
e6562dad8e17a30a0b6e2938371d72ffdfab725353c48d4345bf9c8ac6fdbe18,julia,test/corpus/statements.txt,26297aa4d1a1b5358e9475072a9d9005bd46395b7a568bd382cb894c20aade5d,44,VALID_SOURCE,_definition;_expression;_statement;abstract_definition;adjoint_expression;argument_list;arrow_function_expression;assignment;binary_expression;block;block_comment;boolean_literal;break_statement;broadcast_call_expression;call_expression;catch_clause;character_literal;command_literal;compound_assignment_expression;compound_statement;comprehension_expression;const_statement;content;continue_statement;curly_expression;do_clause;else_clause;elseif_clause;escape_sequence;export_statement;field_expression;finally_clause;float_literal;for_binding;for_clause;for_statement;function_definition;generator;global_statement;identifier;if_clause;if_statement;import_alias;import_path;import_statement;index_expression;integer_literal;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_argument_list;macro_definition;macro_identifier;macrocall_expression;matrix_expression;matrix_row;module_definition;open_tuple;operator;parametrized_type_expression;parenthesized_expression;prefixed_command_literal;prefixed_string_literal;primitive_definition;public_statement;quote_expression;quote_statement;range_expression;return_statement;selected_import;signature;source_file;splat_expression;string_interpolation;string_literal;struct_definition;ternary_expression;try_statement;tuple_expression;type_head;typed_expression;unary_expression;unary_typed_expression;using_statement;vector_expression;where_expression;while_statement,,,,,_definition;_expression;_statement;abstract_definition;adjoint_expression;compound_statement;comprehension_expression;const_statement;content;curly_expression;escape_sequence;export_statement;field_expression;generator;global_statement;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_definition;matrix_expression;matrix_row;parenthesized_expression;primitive_definition;public_statement;quote_expression;quote_statement;signature;splat_expression;try_statement;using_statement;vector_expression;where_expression
e2e4442fe3ce32f819da5cc0d6e37c5f03b56539e3aac30f5fd9ea19cd1bc8a2,julia,test/corpus/statements.txt,fe20083db39cf7aab9f164d59830872b9f5280e5c7dd68df70348f6a1525a40e,44,VALID_SOURCE,_definition;_expression;_statement;abstract_definition;adjoint_expression;argument_list;arrow_function_expression;assignment;binary_expression;block;block_comment;boolean_literal;break_statement;broadcast_call_expression;call_expression;catch_clause;character_literal;command_literal;compound_assignment_expression;compound_statement;comprehension_expression;const_statement;content;continue_statement;curly_expression;do_clause;else_clause;elseif_clause;escape_sequence;export_statement;field_expression;finally_clause;float_literal;for_binding;for_clause;for_statement;function_definition;generator;global_statement;identifier;if_clause;if_statement;import_alias;import_path;import_statement;index_expression;integer_literal;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_argument_list;macro_definition;macro_identifier;macrocall_expression;matrix_expression;matrix_row;module_definition;open_tuple;operator;parametrized_type_expression;parenthesized_expression;prefixed_command_literal;prefixed_string_literal;primitive_definition;public_statement;quote_expression;quote_statement;range_expression;return_statement;selected_import;signature;source_file;splat_expression;string_interpolation;string_literal;struct_definition;ternary_expression;try_statement;tuple_expression;type_head;typed_expression;unary_expression;unary_typed_expression;using_statement;vector_expression;where_expression;while_statement,,,,,_definition;_expression;_statement;abstract_definition;adjoint_expression;compound_statement;comprehension_expression;const_statement;content;curly_expression;escape_sequence;export_statement;field_expression;generator;global_statement;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_definition;matrix_expression;matrix_row;parenthesized_expression;primitive_definition;public_statement;quote_expression;quote_statement;signature;splat_expression;try_statement;using_statement;vector_expression;where_expression
346dda6ebb672f0a9d54e789358d425305263890427c3338a77bf193d627d52a,julia,test/corpus/statements.txt,c057536a044a8ce0b99c1031fae9d4f0d9328a1ce20add57f04b3348694f338f,60,VALID_SOURCE,_definition;_expression;_statement;abstract_definition;adjoint_expression;argument_list;arrow_function_expression;assignment;binary_expression;block;block_comment;boolean_literal;break_statement;broadcast_call_expression;call_expression;catch_clause;character_literal;command_literal;compound_assignment_expression;compound_statement;comprehension_expression;const_statement;content;continue_statement;curly_expression;do_clause;else_clause;elseif_clause;escape_sequence;export_statement;field_expression;finally_clause;float_literal;for_binding;for_clause;for_statement;function_definition;generator;global_statement;identifier;if_clause;if_statement;import_alias;import_path;import_statement;index_expression;integer_literal;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_argument_list;macro_definition;macro_identifier;macrocall_expression;matrix_expression;matrix_row;module_definition;open_tuple;operator;parametrized_type_expression;parenthesized_expression;prefixed_command_literal;prefixed_string_literal;primitive_definition;public_statement;quote_expression;quote_statement;range_expression;return_statement;selected_import;signature;source_file;splat_expression;string_interpolation;string_literal;struct_definition;ternary_expression;try_statement;tuple_expression;type_head;typed_expression;unary_expression;unary_typed_expression;using_statement;vector_expression;where_expression;while_statement,,,,,_definition;_expression;_statement;abstract_definition;adjoint_expression;compound_statement;comprehension_expression;const_statement;content;curly_expression;escape_sequence;export_statement;field_expression;generator;global_statement;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_definition;matrix_expression;matrix_row;parenthesized_expression;primitive_definition;public_statement;quote_expression;quote_statement;signature;splat_expression;try_statement;using_statement;vector_expression;where_expression
b054bc6a9d5cd016a848f9478e7e22facf5b32c55ed9b21953a9f4433e9c8a4c,julia,test/corpus/statements.txt,2de052fd8854396baad35f6aca6a4cc71cf66a875c9a4db95ad851fe63685334,92,VALID_SOURCE,_definition;_expression;_statement;abstract_definition;adjoint_expression;argument_list;arrow_function_expression;assignment;binary_expression;block;block_comment;boolean_literal;break_statement;broadcast_call_expression;call_expression;catch_clause;character_literal;command_literal;compound_assignment_expression;compound_statement;comprehension_expression;const_statement;content;continue_statement;curly_expression;do_clause;else_clause;elseif_clause;escape_sequence;export_statement;field_expression;finally_clause;float_literal;for_binding;for_clause;for_statement;function_definition;generator;global_statement;identifier;if_clause;if_statement;import_alias;import_path;import_statement;index_expression;integer_literal;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_argument_list;macro_definition;macro_identifier;macrocall_expression;matrix_expression;matrix_row;module_definition;open_tuple;operator;parametrized_type_expression;parenthesized_expression;prefixed_command_literal;prefixed_string_literal;primitive_definition;public_statement;quote_expression;quote_statement;range_expression;return_statement;selected_import;signature;source_file;splat_expression;string_interpolation;string_literal;struct_definition;ternary_expression;try_statement;tuple_expression;type_head;typed_expression;unary_expression;unary_typed_expression;using_statement;vector_expression;where_expression;while_statement,,,,,_definition;_expression;_statement;abstract_definition;adjoint_expression;compound_statement;comprehension_expression;const_statement;content;curly_expression;escape_sequence;export_statement;field_expression;generator;global_statement;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_definition;matrix_expression;matrix_row;parenthesized_expression;primitive_definition;public_statement;quote_expression;quote_statement;signature;splat_expression;try_statement;using_statement;vector_expression;where_expression
9129bffde2a3f841055833308396dd88f94976361f46c44ee893cc927a160be5,julia,test/corpus/statements.txt,56c85a0f96ca6aeafe184f1ca58b4b95a41caaf5177905753af578b4f7655b9a,235,VALID_SOURCE,_definition;_expression;_statement;abstract_definition;adjoint_expression;argument_list;arrow_function_expression;assignment;binary_expression;block;block_comment;boolean_literal;break_statement;broadcast_call_expression;call_expression;catch_clause;character_literal;command_literal;compound_assignment_expression;compound_statement;comprehension_expression;const_statement;content;continue_statement;curly_expression;do_clause;else_clause;elseif_clause;escape_sequence;export_statement;field_expression;finally_clause;float_literal;for_binding;for_clause;for_statement;function_definition;generator;global_statement;identifier;if_clause;if_statement;import_alias;import_path;import_statement;index_expression;integer_literal;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_argument_list;macro_definition;macro_identifier;macrocall_expression;matrix_expression;matrix_row;module_definition;open_tuple;operator;parametrized_type_expression;parenthesized_expression;prefixed_command_literal;prefixed_string_literal;primitive_definition;public_statement;quote_expression;quote_statement;range_expression;return_statement;selected_import;signature;source_file;splat_expression;string_interpolation;string_literal;struct_definition;ternary_expression;try_statement;tuple_expression;type_head;typed_expression;unary_expression;unary_typed_expression;using_statement;vector_expression;where_expression;while_statement,,,,,_definition;_expression;_statement;abstract_definition;adjoint_expression;compound_statement;comprehension_expression;const_statement;content;curly_expression;escape_sequence;export_statement;field_expression;generator;global_statement;interpolation_expression;juxtaposition_expression;let_statement;line_comment;local_statement;macro_definition;matrix_expression;matrix_row;parenthesized_expression;primitive_definition;public_statement;quote_expression;quote_statement;signature;splat_expression;try_statement;using_statement;vector_expression;where_expression
