case_id,source_language,status,bytes,instruction_count,diagnostic
a35ceb7274a1f61c3d037a4ffdca4e3f0d994a719669b67be9d115786008fe8b,r,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
112236a37bba911fabfbb151c809d54679ffc3fef06aa6733acd64f54c3bba01,r,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=2
11d5f2282276ecca0f11aad2f178851953385d88201143f7e653b703e76ae37a,r,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
aa05ac249286f63626114ca61ea38afc20fd4c3904c8f206d02ecbe4d58ea31d,r,FAIL,0,0,"native unresolved binding ""a"" node=1"
89a7fc287eacef9e0529b73e32c6fd91a4bc7850778c06322a08b89373d08a55,r,FAIL,0,0,"native unresolved binding ""a"" node=1"
2525d19cfaa28bf83354b502a7ae766c16f662b50c68758296cfa66600cdfbbb,r,FAIL,0,0,"native unresolved binding ""a"" node=1"
e6c0fa43d17f8ede2bf689bc4b44acfbfda403fcddb1fa3c2b2f890793829954,r,FAIL,0,0,"native unresolved binding ""a"" node=2"
c3d2a7f673445b910dd1c76f7476ceca56319f9e5e8444d657877a01ef3f9fd0,r,FAIL,0,0,"native unresolved binding ""x"" node=1"
c08a578d8e57afbd576efafcfe5c56d6268338844493022d7d88ef6a87ed7fa5,r,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=5
a65d7f90d1889ff532250a7c63b82aea5a1de12823fe868f2eb6602b5f88cb33,r,FAIL,0,0,native node 1 missing operand [expression]
5e1b723c9eb67c9f65e3a0de42fff1ef5f48954a6243aae3cbb35f65726d4e47,r,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP node=2 kind=index operation=
edff3ff74e8706b70a249450508321f1ee631da8199128224b345aa3a49cbc50,r,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP node=3 kind=index operation=
ec19adbd850d819f5246adffd55ad048f349228c7f36792064759904ec5d09c4,r,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP node=6 kind=index operation=
16fd267f5e5021185306cf2984974c64cd90072d19e69a28797e2c327d2f4bc1,r,FAIL,0,0,"native unresolved binding ""x"" node=1"
6b5203bf6c23660b3176e76662658bcc8c4194f4d6a9f710d483d70c6f192811,r,FAIL,0,0,"native unresolved binding ""x"" node=1"
f34c23fdfaf3556a2098f48ee45c38133165974e27b765ea478083708b25d8b3,r,FAIL,0,0,"native unresolved binding ""TRUE"" node=1"
2751183380fcac9241fd7aa7b3e0dd785b016726ffadf8fcba96ade3b85b3ec6,r,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
10e33b15dece1d772e4d58534facac39a3d604042e9570ecdeaadcd34d09cf91,r,FAIL,0,0,"native unresolved binding ""TRUE"" node=1"
b2115b0f50d69eb618db8042d7953acc3fece5a5cc15bab8142c18ee6f018757,r,FAIL,0,0,native node 1 missing operand [expression]
d402bf1504f322ada2b86883dd321ec91e80715f2a5a6e489bcc6b7e9a8c08ff,r,FAIL,0,0,native node 1 missing operand [expression]
ec97418fd033128d8523bacf8939da0f4fa8a416333f16391d445aa958d717e8,r,FAIL,0,0,native node 1 missing operand [expression]
9acab53faaaf9bcef654ade8ff8ec96c9a1e7ce971072ff0e86e565a8aa7f66c,r,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP node=3 kind=member operation=
d565d345a5245d247325d94d12242711bb9af24bb03dec4ac781c0b4ac35b2c7,r,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP node=3 kind=member operation=
56f77c7b588b97b73f1d7fa9fff0c6f49c912f655b55917b266e13c44e4cedc2,r,FAIL,0,0,"native unresolved binding ""foo"" node=1"
d5113e24bf27dededf1dead5bcc23410cedcfb802c06661409f0e14bec5bc43c,r,FAIL,0,0,"native unresolved binding ""foo"" node=1"
3aa411ea0b0b82c7f4f52b2ecd13da1e7abc3535e9ad9f9aba5ca7a9f1a2e213,r,FAIL,0,0,native node 1 missing operand [expression]
7b52969e195cdfb8804e1b66e8833191d50b62e7650276be832e1f78a4760899,r,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP node=4 kind=member operation=
