case_id,source_language,source_path,source_hash,source_bytes,classification,parser_forms,semantic_features,relation_patterns,dependency_features,phase_features,preserved_source_forms
f13c52c78f5bcffbb8c7f69b63d3b7df259fadeef2b71e6de8833438d559ed86,c,test/corpus/expressions.txt,91534461396ebccac9ad464309aca9dbc31d63adc28b41cafec388e86ec7b2df,85,VALID_SOURCE,_abstract_declarator;_declarator;_field_declarator;_type_declarator;abstract_array_declarator;abstract_function_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignas_qualifier;alignof_expression;argument_list;array_declarator;assignment_expression;attribute;attribute_declaration;attribute_specifier;attributed_declarator;attributed_statement;binary_expression;bitfield_clause;break_statement;call_expression;case_statement;cast_expression;char_literal;character;comma_expression;comment;compound_literal_expression;compound_statement;concatenated_string;conditional_expression;continue_statement;declaration;declaration_list;do_statement;else_clause;enum_specifier;enumerator;enumerator_list;escape_sequence;expression;expression_statement;extension_expression;false;field_declaration;field_declaration_list;field_designator;field_expression;field_identifier;for_statement;function_declarator;function_definition;generic_expression;gnu_asm_clobber_list;gnu_asm_expression;gnu_asm_goto_list;gnu_asm_input_operand;gnu_asm_input_operand_list;gnu_asm_output_operand;gnu_asm_output_operand_list;gnu_asm_qualifier;goto_statement;identifier;if_statement;init_declarator;initializer_list;initializer_pair;labeled_statement;linkage_specification;macro_type_specifier;ms_based_modifier;ms_call_modifier;ms_declspec_modifier;ms_pointer_modifier;ms_restrict_modifier;ms_signed_ptr_modifier;ms_unaligned_ptr_modifier;ms_unsigned_ptr_modifier;null;number_literal;offsetof_expression;parameter_declaration;parameter_list;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_call;preproc_def;preproc_defined;preproc_directive;preproc_elif;preproc_elifdef;preproc_else;preproc_function_def;preproc_if;preproc_ifdef;preproc_include;preproc_params;primitive_type;return_statement;seh_except_clause;seh_finally_clause;seh_leave_statement;seh_try_statement;sized_type_specifier;sizeof_expression;statement;statement_identifier;storage_class_specifier;string_content;string_literal;struct_specifier;subscript_designator;subscript_expression;subscript_range_designator;switch_statement;system_lib_string;translation_unit;true;type_definition;type_descriptor;type_identifier;type_qualifier;type_specifier;unary_expression;union_specifier;update_expression;variadic_parameter;while_statement,,,,,_abstract_declarator;_declarator;_field_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignof_expression;comma_expression;comment;compound_statement;do_statement;escape_sequence;expression;expression_statement;extension_expression;field_designator;field_expression;gnu_asm_expression;gnu_asm_input_operand;gnu_asm_output_operand;goto_statement;init_declarator;initializer_pair;labeled_statement;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_def;preproc_defined;preproc_directive;preproc_else;preproc_params;seh_leave_statement;seh_try_statement;sizeof_expression;statement;update_expression
d5ca252378ed032491caa38331ffae3484c1b2bfe02f366b909efcdc2f6131b8,c,test/corpus/expressions.txt,12958f652dae1384ee5783f8455df2f321d2a758a7e195602e9b196068cde07a,187,VALID_SOURCE,_abstract_declarator;_declarator;_field_declarator;_type_declarator;abstract_array_declarator;abstract_function_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignas_qualifier;alignof_expression;argument_list;array_declarator;assignment_expression;attribute;attribute_declaration;attribute_specifier;attributed_declarator;attributed_statement;binary_expression;bitfield_clause;break_statement;call_expression;case_statement;cast_expression;char_literal;character;comma_expression;comment;compound_literal_expression;compound_statement;concatenated_string;conditional_expression;continue_statement;declaration;declaration_list;do_statement;else_clause;enum_specifier;enumerator;enumerator_list;escape_sequence;expression;expression_statement;extension_expression;false;field_declaration;field_declaration_list;field_designator;field_expression;field_identifier;for_statement;function_declarator;function_definition;generic_expression;gnu_asm_clobber_list;gnu_asm_expression;gnu_asm_goto_list;gnu_asm_input_operand;gnu_asm_input_operand_list;gnu_asm_output_operand;gnu_asm_output_operand_list;gnu_asm_qualifier;goto_statement;identifier;if_statement;init_declarator;initializer_list;initializer_pair;labeled_statement;linkage_specification;macro_type_specifier;ms_based_modifier;ms_call_modifier;ms_declspec_modifier;ms_pointer_modifier;ms_restrict_modifier;ms_signed_ptr_modifier;ms_unaligned_ptr_modifier;ms_unsigned_ptr_modifier;null;number_literal;offsetof_expression;parameter_declaration;parameter_list;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_call;preproc_def;preproc_defined;preproc_directive;preproc_elif;preproc_elifdef;preproc_else;preproc_function_def;preproc_if;preproc_ifdef;preproc_include;preproc_params;primitive_type;return_statement;seh_except_clause;seh_finally_clause;seh_leave_statement;seh_try_statement;sized_type_specifier;sizeof_expression;statement;statement_identifier;storage_class_specifier;string_content;string_literal;struct_specifier;subscript_designator;subscript_expression;subscript_range_designator;switch_statement;system_lib_string;translation_unit;true;type_definition;type_descriptor;type_identifier;type_qualifier;type_specifier;unary_expression;union_specifier;update_expression;variadic_parameter;while_statement,,,,,_abstract_declarator;_declarator;_field_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignof_expression;comma_expression;comment;compound_statement;do_statement;escape_sequence;expression;expression_statement;extension_expression;field_designator;field_expression;gnu_asm_expression;gnu_asm_input_operand;gnu_asm_output_operand;goto_statement;init_declarator;initializer_pair;labeled_statement;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_def;preproc_defined;preproc_directive;preproc_else;preproc_params;seh_leave_statement;seh_try_statement;sizeof_expression;statement;update_expression
e9ec4f1f7046b174177d115009cff990de74b11c675a2c146e7a255d82d2404f,c,test/corpus/expressions.txt,ad2e191f3b2be4977d7e4665550210f34cb17bd4cd360fe0f6637333590df19a,51,VALID_SOURCE,_abstract_declarator;_declarator;_field_declarator;_type_declarator;abstract_array_declarator;abstract_function_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignas_qualifier;alignof_expression;argument_list;array_declarator;assignment_expression;attribute;attribute_declaration;attribute_specifier;attributed_declarator;attributed_statement;binary_expression;bitfield_clause;break_statement;call_expression;case_statement;cast_expression;char_literal;character;comma_expression;comment;compound_literal_expression;compound_statement;concatenated_string;conditional_expression;continue_statement;declaration;declaration_list;do_statement;else_clause;enum_specifier;enumerator;enumerator_list;escape_sequence;expression;expression_statement;extension_expression;false;field_declaration;field_declaration_list;field_designator;field_expression;field_identifier;for_statement;function_declarator;function_definition;generic_expression;gnu_asm_clobber_list;gnu_asm_expression;gnu_asm_goto_list;gnu_asm_input_operand;gnu_asm_input_operand_list;gnu_asm_output_operand;gnu_asm_output_operand_list;gnu_asm_qualifier;goto_statement;identifier;if_statement;init_declarator;initializer_list;initializer_pair;labeled_statement;linkage_specification;macro_type_specifier;ms_based_modifier;ms_call_modifier;ms_declspec_modifier;ms_pointer_modifier;ms_restrict_modifier;ms_signed_ptr_modifier;ms_unaligned_ptr_modifier;ms_unsigned_ptr_modifier;null;number_literal;offsetof_expression;parameter_declaration;parameter_list;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_call;preproc_def;preproc_defined;preproc_directive;preproc_elif;preproc_elifdef;preproc_else;preproc_function_def;preproc_if;preproc_ifdef;preproc_include;preproc_params;primitive_type;return_statement;seh_except_clause;seh_finally_clause;seh_leave_statement;seh_try_statement;sized_type_specifier;sizeof_expression;statement;statement_identifier;storage_class_specifier;string_content;string_literal;struct_specifier;subscript_designator;subscript_expression;subscript_range_designator;switch_statement;system_lib_string;translation_unit;true;type_definition;type_descriptor;type_identifier;type_qualifier;type_specifier;unary_expression;union_specifier;update_expression;variadic_parameter;while_statement,,,,,_abstract_declarator;_declarator;_field_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignof_expression;comma_expression;comment;compound_statement;do_statement;escape_sequence;expression;expression_statement;extension_expression;field_designator;field_expression;gnu_asm_expression;gnu_asm_input_operand;gnu_asm_output_operand;goto_statement;init_declarator;initializer_pair;labeled_statement;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_def;preproc_defined;preproc_directive;preproc_else;preproc_params;seh_leave_statement;seh_try_statement;sizeof_expression;statement;update_expression
4430efa36a7ccacefc6b6a979902d328098695f5359c6a88d1ca391e9126e10d,c,test/corpus/expressions.txt,b2bba337bb6e1ec15fac33b8591fdf1cd8c00972dec63f639b605250fd2feab8,15,VALID_SOURCE,_abstract_declarator;_declarator;_field_declarator;_type_declarator;abstract_array_declarator;abstract_function_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignas_qualifier;alignof_expression;argument_list;array_declarator;assignment_expression;attribute;attribute_declaration;attribute_specifier;attributed_declarator;attributed_statement;binary_expression;bitfield_clause;break_statement;call_expression;case_statement;cast_expression;char_literal;character;comma_expression;comment;compound_literal_expression;compound_statement;concatenated_string;conditional_expression;continue_statement;declaration;declaration_list;do_statement;else_clause;enum_specifier;enumerator;enumerator_list;escape_sequence;expression;expression_statement;extension_expression;false;field_declaration;field_declaration_list;field_designator;field_expression;field_identifier;for_statement;function_declarator;function_definition;generic_expression;gnu_asm_clobber_list;gnu_asm_expression;gnu_asm_goto_list;gnu_asm_input_operand;gnu_asm_input_operand_list;gnu_asm_output_operand;gnu_asm_output_operand_list;gnu_asm_qualifier;goto_statement;identifier;if_statement;init_declarator;initializer_list;initializer_pair;labeled_statement;linkage_specification;macro_type_specifier;ms_based_modifier;ms_call_modifier;ms_declspec_modifier;ms_pointer_modifier;ms_restrict_modifier;ms_signed_ptr_modifier;ms_unaligned_ptr_modifier;ms_unsigned_ptr_modifier;null;number_literal;offsetof_expression;parameter_declaration;parameter_list;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_call;preproc_def;preproc_defined;preproc_directive;preproc_elif;preproc_elifdef;preproc_else;preproc_function_def;preproc_if;preproc_ifdef;preproc_include;preproc_params;primitive_type;return_statement;seh_except_clause;seh_finally_clause;seh_leave_statement;seh_try_statement;sized_type_specifier;sizeof_expression;statement;statement_identifier;storage_class_specifier;string_content;string_literal;struct_specifier;subscript_designator;subscript_expression;subscript_range_designator;switch_statement;system_lib_string;translation_unit;true;type_definition;type_descriptor;type_identifier;type_qualifier;type_specifier;unary_expression;union_specifier;update_expression;variadic_parameter;while_statement,,,,,_abstract_declarator;_declarator;_field_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignof_expression;comma_expression;comment;compound_statement;do_statement;escape_sequence;expression;expression_statement;extension_expression;field_designator;field_expression;gnu_asm_expression;gnu_asm_input_operand;gnu_asm_output_operand;goto_statement;init_declarator;initializer_pair;labeled_statement;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_def;preproc_defined;preproc_directive;preproc_else;preproc_params;seh_leave_statement;seh_try_statement;sizeof_expression;statement;update_expression
8ec1ccfb7c79140f736ab874f6270f41700c7a12b4f6fa10e73c64b673e4db57,c,test/corpus/expressions.txt,d8c2472dbfe87352804b685ea68cde0eae27d130b8777f4da8e8c6d28f077ffe,159,VALID_SOURCE,_abstract_declarator;_declarator;_field_declarator;_type_declarator;abstract_array_declarator;abstract_function_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignas_qualifier;alignof_expression;argument_list;array_declarator;assignment_expression;attribute;attribute_declaration;attribute_specifier;attributed_declarator;attributed_statement;binary_expression;bitfield_clause;break_statement;call_expression;case_statement;cast_expression;char_literal;character;comma_expression;comment;compound_literal_expression;compound_statement;concatenated_string;conditional_expression;continue_statement;declaration;declaration_list;do_statement;else_clause;enum_specifier;enumerator;enumerator_list;escape_sequence;expression;expression_statement;extension_expression;false;field_declaration;field_declaration_list;field_designator;field_expression;field_identifier;for_statement;function_declarator;function_definition;generic_expression;gnu_asm_clobber_list;gnu_asm_expression;gnu_asm_goto_list;gnu_asm_input_operand;gnu_asm_input_operand_list;gnu_asm_output_operand;gnu_asm_output_operand_list;gnu_asm_qualifier;goto_statement;identifier;if_statement;init_declarator;initializer_list;initializer_pair;labeled_statement;linkage_specification;macro_type_specifier;ms_based_modifier;ms_call_modifier;ms_declspec_modifier;ms_pointer_modifier;ms_restrict_modifier;ms_signed_ptr_modifier;ms_unaligned_ptr_modifier;ms_unsigned_ptr_modifier;null;number_literal;offsetof_expression;parameter_declaration;parameter_list;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_call;preproc_def;preproc_defined;preproc_directive;preproc_elif;preproc_elifdef;preproc_else;preproc_function_def;preproc_if;preproc_ifdef;preproc_include;preproc_params;primitive_type;return_statement;seh_except_clause;seh_finally_clause;seh_leave_statement;seh_try_statement;sized_type_specifier;sizeof_expression;statement;statement_identifier;storage_class_specifier;string_content;string_literal;struct_specifier;subscript_designator;subscript_expression;subscript_range_designator;switch_statement;system_lib_string;translation_unit;true;type_definition;type_descriptor;type_identifier;type_qualifier;type_specifier;unary_expression;union_specifier;update_expression;variadic_parameter;while_statement,,,,,_abstract_declarator;_declarator;_field_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignof_expression;comma_expression;comment;compound_statement;do_statement;escape_sequence;expression;expression_statement;extension_expression;field_designator;field_expression;gnu_asm_expression;gnu_asm_input_operand;gnu_asm_output_operand;goto_statement;init_declarator;initializer_pair;labeled_statement;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_def;preproc_defined;preproc_directive;preproc_else;preproc_params;seh_leave_statement;seh_try_statement;sizeof_expression;statement;update_expression
8cbf1079f9aa47fb55ff2f229e4fcb32a9a9d8e7be725cf9cfdad257c2a23af6,c,test/corpus/expressions.txt,f322339d53aa20cff7576d6e0a5db75e00ac85f31efe14dcc52441e8cd368efd,989,VALID_SOURCE,_abstract_declarator;_declarator;_field_declarator;_type_declarator;abstract_array_declarator;abstract_function_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignas_qualifier;alignof_expression;argument_list;array_declarator;assignment_expression;attribute;attribute_declaration;attribute_specifier;attributed_declarator;attributed_statement;binary_expression;bitfield_clause;break_statement;call_expression;case_statement;cast_expression;char_literal;character;comma_expression;comment;compound_literal_expression;compound_statement;concatenated_string;conditional_expression;continue_statement;declaration;declaration_list;do_statement;else_clause;enum_specifier;enumerator;enumerator_list;escape_sequence;expression;expression_statement;extension_expression;false;field_declaration;field_declaration_list;field_designator;field_expression;field_identifier;for_statement;function_declarator;function_definition;generic_expression;gnu_asm_clobber_list;gnu_asm_expression;gnu_asm_goto_list;gnu_asm_input_operand;gnu_asm_input_operand_list;gnu_asm_output_operand;gnu_asm_output_operand_list;gnu_asm_qualifier;goto_statement;identifier;if_statement;init_declarator;initializer_list;initializer_pair;labeled_statement;linkage_specification;macro_type_specifier;ms_based_modifier;ms_call_modifier;ms_declspec_modifier;ms_pointer_modifier;ms_restrict_modifier;ms_signed_ptr_modifier;ms_unaligned_ptr_modifier;ms_unsigned_ptr_modifier;null;number_literal;offsetof_expression;parameter_declaration;parameter_list;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_call;preproc_def;preproc_defined;preproc_directive;preproc_elif;preproc_elifdef;preproc_else;preproc_function_def;preproc_if;preproc_ifdef;preproc_include;preproc_params;primitive_type;return_statement;seh_except_clause;seh_finally_clause;seh_leave_statement;seh_try_statement;sized_type_specifier;sizeof_expression;statement;statement_identifier;storage_class_specifier;string_content;string_literal;struct_specifier;subscript_designator;subscript_expression;subscript_range_designator;switch_statement;system_lib_string;translation_unit;true;type_definition;type_descriptor;type_identifier;type_qualifier;type_specifier;unary_expression;union_specifier;update_expression;variadic_parameter;while_statement,,,,,_abstract_declarator;_declarator;_field_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignof_expression;comma_expression;comment;compound_statement;do_statement;escape_sequence;expression;expression_statement;extension_expression;field_designator;field_expression;gnu_asm_expression;gnu_asm_input_operand;gnu_asm_output_operand;goto_statement;init_declarator;initializer_pair;labeled_statement;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_def;preproc_defined;preproc_directive;preproc_else;preproc_params;seh_leave_statement;seh_try_statement;sizeof_expression;statement;update_expression
3f9e2b7e57c7d769f0f20f744c95a6ede09a35ccef1e5e3848a18245a4c175bb,c,test/corpus/expressions.txt,0a9c13340a9ce773839469284c35d2c2220ecfe2a6d0b3eec4a31890202064f0,75,VALID_SOURCE,_abstract_declarator;_declarator;_field_declarator;_type_declarator;abstract_array_declarator;abstract_function_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignas_qualifier;alignof_expression;argument_list;array_declarator;assignment_expression;attribute;attribute_declaration;attribute_specifier;attributed_declarator;attributed_statement;binary_expression;bitfield_clause;break_statement;call_expression;case_statement;cast_expression;char_literal;character;comma_expression;comment;compound_literal_expression;compound_statement;concatenated_string;conditional_expression;continue_statement;declaration;declaration_list;do_statement;else_clause;enum_specifier;enumerator;enumerator_list;escape_sequence;expression;expression_statement;extension_expression;false;field_declaration;field_declaration_list;field_designator;field_expression;field_identifier;for_statement;function_declarator;function_definition;generic_expression;gnu_asm_clobber_list;gnu_asm_expression;gnu_asm_goto_list;gnu_asm_input_operand;gnu_asm_input_operand_list;gnu_asm_output_operand;gnu_asm_output_operand_list;gnu_asm_qualifier;goto_statement;identifier;if_statement;init_declarator;initializer_list;initializer_pair;labeled_statement;linkage_specification;macro_type_specifier;ms_based_modifier;ms_call_modifier;ms_declspec_modifier;ms_pointer_modifier;ms_restrict_modifier;ms_signed_ptr_modifier;ms_unaligned_ptr_modifier;ms_unsigned_ptr_modifier;null;number_literal;offsetof_expression;parameter_declaration;parameter_list;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_call;preproc_def;preproc_defined;preproc_directive;preproc_elif;preproc_elifdef;preproc_else;preproc_function_def;preproc_if;preproc_ifdef;preproc_include;preproc_params;primitive_type;return_statement;seh_except_clause;seh_finally_clause;seh_leave_statement;seh_try_statement;sized_type_specifier;sizeof_expression;statement;statement_identifier;storage_class_specifier;string_content;string_literal;struct_specifier;subscript_designator;subscript_expression;subscript_range_designator;switch_statement;system_lib_string;translation_unit;true;type_definition;type_descriptor;type_identifier;type_qualifier;type_specifier;unary_expression;union_specifier;update_expression;variadic_parameter;while_statement,,,,,_abstract_declarator;_declarator;_field_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignof_expression;comma_expression;comment;compound_statement;do_statement;escape_sequence;expression;expression_statement;extension_expression;field_designator;field_expression;gnu_asm_expression;gnu_asm_input_operand;gnu_asm_output_operand;goto_statement;init_declarator;initializer_pair;labeled_statement;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_def;preproc_defined;preproc_directive;preproc_else;preproc_params;seh_leave_statement;seh_try_statement;sizeof_expression;statement;update_expression
c5e542214924c2968cb9eafb626cb3acabc3dd93c8dab2c13853e1d6f64f6d0a,c,test/corpus/expressions.txt,cddecb2779de1b39f5acc17189c6574cbadb620fb87dd3c31cf1bd2a4ff8203c,67,VALID_SOURCE,_abstract_declarator;_declarator;_field_declarator;_type_declarator;abstract_array_declarator;abstract_function_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignas_qualifier;alignof_expression;argument_list;array_declarator;assignment_expression;attribute;attribute_declaration;attribute_specifier;attributed_declarator;attributed_statement;binary_expression;bitfield_clause;break_statement;call_expression;case_statement;cast_expression;char_literal;character;comma_expression;comment;compound_literal_expression;compound_statement;concatenated_string;conditional_expression;continue_statement;declaration;declaration_list;do_statement;else_clause;enum_specifier;enumerator;enumerator_list;escape_sequence;expression;expression_statement;extension_expression;false;field_declaration;field_declaration_list;field_designator;field_expression;field_identifier;for_statement;function_declarator;function_definition;generic_expression;gnu_asm_clobber_list;gnu_asm_expression;gnu_asm_goto_list;gnu_asm_input_operand;gnu_asm_input_operand_list;gnu_asm_output_operand;gnu_asm_output_operand_list;gnu_asm_qualifier;goto_statement;identifier;if_statement;init_declarator;initializer_list;initializer_pair;labeled_statement;linkage_specification;macro_type_specifier;ms_based_modifier;ms_call_modifier;ms_declspec_modifier;ms_pointer_modifier;ms_restrict_modifier;ms_signed_ptr_modifier;ms_unaligned_ptr_modifier;ms_unsigned_ptr_modifier;null;number_literal;offsetof_expression;parameter_declaration;parameter_list;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_call;preproc_def;preproc_defined;preproc_directive;preproc_elif;preproc_elifdef;preproc_else;preproc_function_def;preproc_if;preproc_ifdef;preproc_include;preproc_params;primitive_type;return_statement;seh_except_clause;seh_finally_clause;seh_leave_statement;seh_try_statement;sized_type_specifier;sizeof_expression;statement;statement_identifier;storage_class_specifier;string_content;string_literal;struct_specifier;subscript_designator;subscript_expression;subscript_range_designator;switch_statement;system_lib_string;translation_unit;true;type_definition;type_descriptor;type_identifier;type_qualifier;type_specifier;unary_expression;union_specifier;update_expression;variadic_parameter;while_statement,,,,,_abstract_declarator;_declarator;_field_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignof_expression;comma_expression;comment;compound_statement;do_statement;escape_sequence;expression;expression_statement;extension_expression;field_designator;field_expression;gnu_asm_expression;gnu_asm_input_operand;gnu_asm_output_operand;goto_statement;init_declarator;initializer_pair;labeled_statement;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_def;preproc_defined;preproc_directive;preproc_else;preproc_params;seh_leave_statement;seh_try_statement;sizeof_expression;statement;update_expression
72d07b730daa8d6df99a8de7dfb49911f0974627e15483b39a49b5951c979bca,c,test/corpus/expressions.txt,0fe8e7b34d2aa5c4470ac54f6ba29f1b8e830114aea5df7d8e139d51a87f806d,68,VALID_SOURCE,_abstract_declarator;_declarator;_field_declarator;_type_declarator;abstract_array_declarator;abstract_function_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignas_qualifier;alignof_expression;argument_list;array_declarator;assignment_expression;attribute;attribute_declaration;attribute_specifier;attributed_declarator;attributed_statement;binary_expression;bitfield_clause;break_statement;call_expression;case_statement;cast_expression;char_literal;character;comma_expression;comment;compound_literal_expression;compound_statement;concatenated_string;conditional_expression;continue_statement;declaration;declaration_list;do_statement;else_clause;enum_specifier;enumerator;enumerator_list;escape_sequence;expression;expression_statement;extension_expression;false;field_declaration;field_declaration_list;field_designator;field_expression;field_identifier;for_statement;function_declarator;function_definition;generic_expression;gnu_asm_clobber_list;gnu_asm_expression;gnu_asm_goto_list;gnu_asm_input_operand;gnu_asm_input_operand_list;gnu_asm_output_operand;gnu_asm_output_operand_list;gnu_asm_qualifier;goto_statement;identifier;if_statement;init_declarator;initializer_list;initializer_pair;labeled_statement;linkage_specification;macro_type_specifier;ms_based_modifier;ms_call_modifier;ms_declspec_modifier;ms_pointer_modifier;ms_restrict_modifier;ms_signed_ptr_modifier;ms_unaligned_ptr_modifier;ms_unsigned_ptr_modifier;null;number_literal;offsetof_expression;parameter_declaration;parameter_list;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_call;preproc_def;preproc_defined;preproc_directive;preproc_elif;preproc_elifdef;preproc_else;preproc_function_def;preproc_if;preproc_ifdef;preproc_include;preproc_params;primitive_type;return_statement;seh_except_clause;seh_finally_clause;seh_leave_statement;seh_try_statement;sized_type_specifier;sizeof_expression;statement;statement_identifier;storage_class_specifier;string_content;string_literal;struct_specifier;subscript_designator;subscript_expression;subscript_range_designator;switch_statement;system_lib_string;translation_unit;true;type_definition;type_descriptor;type_identifier;type_qualifier;type_specifier;unary_expression;union_specifier;update_expression;variadic_parameter;while_statement,,,,,_abstract_declarator;_declarator;_field_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignof_expression;comma_expression;comment;compound_statement;do_statement;escape_sequence;expression;expression_statement;extension_expression;field_designator;field_expression;gnu_asm_expression;gnu_asm_input_operand;gnu_asm_output_operand;goto_statement;init_declarator;initializer_pair;labeled_statement;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_def;preproc_defined;preproc_directive;preproc_else;preproc_params;seh_leave_statement;seh_try_statement;sizeof_expression;statement;update_expression
a836e4a2d35097033422b32d8daf0a68a552f7269f0b82a9530e4f8ebdad3972,c,test/corpus/expressions.txt,8b4d215112a3b3b8a1d5cb74e7c4c70970651086d0b7020f2720b84507e9ae80,135,VALID_SOURCE,_abstract_declarator;_declarator;_field_declarator;_type_declarator;abstract_array_declarator;abstract_function_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignas_qualifier;alignof_expression;argument_list;array_declarator;assignment_expression;attribute;attribute_declaration;attribute_specifier;attributed_declarator;attributed_statement;binary_expression;bitfield_clause;break_statement;call_expression;case_statement;cast_expression;char_literal;character;comma_expression;comment;compound_literal_expression;compound_statement;concatenated_string;conditional_expression;continue_statement;declaration;declaration_list;do_statement;else_clause;enum_specifier;enumerator;enumerator_list;escape_sequence;expression;expression_statement;extension_expression;false;field_declaration;field_declaration_list;field_designator;field_expression;field_identifier;for_statement;function_declarator;function_definition;generic_expression;gnu_asm_clobber_list;gnu_asm_expression;gnu_asm_goto_list;gnu_asm_input_operand;gnu_asm_input_operand_list;gnu_asm_output_operand;gnu_asm_output_operand_list;gnu_asm_qualifier;goto_statement;identifier;if_statement;init_declarator;initializer_list;initializer_pair;labeled_statement;linkage_specification;macro_type_specifier;ms_based_modifier;ms_call_modifier;ms_declspec_modifier;ms_pointer_modifier;ms_restrict_modifier;ms_signed_ptr_modifier;ms_unaligned_ptr_modifier;ms_unsigned_ptr_modifier;null;number_literal;offsetof_expression;parameter_declaration;parameter_list;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_call;preproc_def;preproc_defined;preproc_directive;preproc_elif;preproc_elifdef;preproc_else;preproc_function_def;preproc_if;preproc_ifdef;preproc_include;preproc_params;primitive_type;return_statement;seh_except_clause;seh_finally_clause;seh_leave_statement;seh_try_statement;sized_type_specifier;sizeof_expression;statement;statement_identifier;storage_class_specifier;string_content;string_literal;struct_specifier;subscript_designator;subscript_expression;subscript_range_designator;switch_statement;system_lib_string;translation_unit;true;type_definition;type_descriptor;type_identifier;type_qualifier;type_specifier;unary_expression;union_specifier;update_expression;variadic_parameter;while_statement,,,,,_abstract_declarator;_declarator;_field_declarator;abstract_parenthesized_declarator;abstract_pointer_declarator;alignof_expression;comma_expression;comment;compound_statement;do_statement;escape_sequence;expression;expression_statement;extension_expression;field_designator;field_expression;gnu_asm_expression;gnu_asm_input_operand;gnu_asm_output_operand;goto_statement;init_declarator;initializer_pair;labeled_statement;parenthesized_declarator;parenthesized_expression;pointer_declarator;pointer_expression;preproc_arg;preproc_def;preproc_defined;preproc_directive;preproc_else;preproc_params;seh_leave_statement;seh_try_statement;sizeof_expression;statement;update_expression
